SRR24759597_binette_bin23.fasta	integron_01	k141_62726	k141_62726_8	5472	6047	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin23.fasta	integron_01	k141_62726	attc_001	5784	5842	1	0.0013	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759597_binette_bin23.fasta	integron_01	k141_62726	attc_002	5975	6040	1	0.043	attC	attC	attc_4	CALIN	No	133.0	lin
SRR24759597_binette_bin23.fasta	integron_01	k141_62726	k141_62726_9	6044	6679	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin28.fasta	integron_01	k141_451020	k141_451020_1	3	62	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin28.fasta	integron_01	k141_451020	attc_001	163	213	1	0.64	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759597_binette_bin28.fasta	integron_01	k141_451020	k141_451020_2	199	774	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin28.fasta	integron_01	k141_451020	attc_002	926	1012	1	0.013	attC	attC	attc_4	CALIN	No	713.0	lin
SRR24759597_binette_bin33.fasta	integron_01	k141_450867	attc_001	1419	1477	1	0.0098	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759597_binette_bin33.fasta	integron_01	k141_450867	attc_002	2037	2082	1	0.94	attC	attC	attc_4	CALIN	No	560.0	lin
SRR24759597_binette_bin44.fasta	integron_01	k141_262232	attc_001	42	88	-1	0.0033	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759597_binette_bin44.fasta	integron_01	k141_262232	k141_262232_1	715	2229	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin44.fasta	integron_01	k141_262232	k141_262232_2	2233	3504	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin44.fasta	integron_01	k141_262232	k141_262232_3	3501	4634	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin44.fasta	integron_01	k141_262232	attc_002	3533	3621	-1	0.63	attC	attC	attc_4	CALIN	No	3445.0	lin
SRR24759597_binette_bin51.fasta	integron_01	k141_457137	attc_001	1	87	-1	0.9	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759597_binette_bin51.fasta	integron_01	k141_457137	k141_457137_1	3	713	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin51.fasta	integron_01	k141_457137	attc_002	575	646	-1	0.77	attC	attC	attc_4	CALIN	No	488.0	lin
SRR24759597_binette_bin51.fasta	integron_01	k141_457137	k141_457137_2	716	1234	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin51.fasta	integron_01	k141_457137	attc_003	922	1090	-1	0.074	attC	attC	attc_4	CALIN	No	276.0	lin
SRR24759597_binette_bin54.fasta	integron_01	k141_29899	attc_001	302	400	1	0.044	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759597_binette_bin54.fasta	integron_01	k141_29899	k141_29899_1	605	769	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin54.fasta	integron_01	k141_29899	k141_29899_2	818	1012	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759597_binette_bin54.fasta	integron_01	k141_29899	attc_002	883	962	1	0.015	attC	attC	attc_4	CALIN	No	483.0	lin
SRR24759598_binette_bin27.fasta	integron_01	k141_551904	k141_551904_1	2	574	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin27.fasta	integron_01	k141_551904	attc_001	476	522	1	0.38	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759598_binette_bin27.fasta	integron_01	k141_551904	k141_551904_2	608	2716	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin27.fasta	integron_01	k141_551904	attc_002	2177	2273	1	0.076	attC	attC	attc_4	CALIN	No	1655.0	lin
SRR24759598_binette_bin27.fasta	integron_01	k141_551904	k141_551904_3	2864	3373	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin27.fasta	integron_01	k141_551904	attc_003	2952	3001	1	0.41	attC	attC	attc_4	CALIN	No	679.0	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_143575	k141_143575_1	3	941	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_143575	attc_001	29	192	-1	0.045	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_143575	k141_143575_2	920	1573	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_143575	attc_002	1228	1275	-1	0.61	attC	attC	attc_4	CALIN	No	1036.0	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_258597	k141_258597_1	3	95	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_258597	k141_258597_2	92	415	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_258597	attc_001	254	323	1	0.54	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_258597	k141_258597_3	408	665	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_258597	attc_002	501	697	1	0.008	attC	attC	attc_4	CALIN	No	178.0	lin
SRR24759598_binette_bin36.fasta	integron_01	k141_258597	k141_258597_4	666	980	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin45.fasta	integron_01	k141_647993	k141_647993_2	3082	9129	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin45.fasta	integron_01	k141_647993	attc_001	7301	7362	1	0.27	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759598_binette_bin45.fasta	integron_01	k141_647993	k141_647993_3	9239	11596	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin45.fasta	integron_01	k141_647993	attc_002	9778	9820	1	0.22	attC	attC	attc_4	CALIN	No	2416.0	lin
SRR24759598_binette_bin45.fasta	integron_01	k141_248332	k141_248332_1	3	1952	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin45.fasta	integron_01	k141_248332	attc_001	722	801	1	0.0063	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759598_binette_bin45.fasta	integron_01	k141_248332	k141_248332_2	2842	3267	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin45.fasta	integron_01	k141_248332	k141_248332_3	3576	4397	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin45.fasta	integron_01	k141_248332	attc_002	4321	4374	1	0.32	attC	attC	attc_4	CALIN	No	3520.0	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_199012	k141_199012_1	32	607	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_199012	attc_001	344	402	1	0.002	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_199012	attc_002	535	600	1	0.0034	attC	attC	attc_4	CALIN	No	133.0	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_199012	k141_199012_2	604	1239	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_246638	k141_246638_1	18	305	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_246638	attc_001	26	69	-1	0.0073	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_246638	k141_246638_2	434	865	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_246638	k141_246638_3	1332	1547	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_246638	k141_246638_4	1821	2912	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759598_binette_bin50.fasta	integron_01	k141_246638	attc_002	2036	2111	-1	0.85	attC	attC	attc_4	CALIN	No	1967.0	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_222105	k141_222105_5	2665	3141	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_222105	k141_222105_6	3138	3875	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_222105	attc_001	3148	3218	1	0.1	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_222105	attc_002	3342	3399	1	0.17	attC	attC	attc_4	CALIN	No	124.0	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_129588	attc_001	759	818	-1	0.44	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_129588	attc_002	1329	1421	-1	0.0033	attC	attC	attc_4	CALIN	No	511.0	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_482449	k141_482449_2	361	1515	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_482449	attc_001	693	746	1	0.83	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_482449	attc_002	1351	1426	1	0.0053	attC	attC	attc_4	CALIN	No	605.0	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_482449	k141_482449_3	1548	1643	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_592847	k141_592847_1	2	1003	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_592847	attc_001	422	464	-1	0.047	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_592847	k141_592847_2	1113	2477	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin27.fasta	integron_01	k141_592847	attc_002	1734	1791	-1	0.68	attC	attC	attc_4	CALIN	No	1270.0	lin
SRR24759599_binette_bin38.fasta	integron_01	k141_849348	k141_849348_4	2491	3555	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin38.fasta	integron_01	k141_849348	k141_849348_5	3564	4808	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin38.fasta	integron_01	k141_849348	attc_001	3659	3706	-1	0.65	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759599_binette_bin38.fasta	integron_01	k141_849348	attc_002	4017	4120	-1	0.00029	attC	attC	attc_4	CALIN	No	311.0	lin
SRR24759599_binette_bin55.fasta	integron_01	k141_486255	attc_001	509	550	1	0.0057	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759599_binette_bin55.fasta	integron_01	k141_486255	k141_486255_1	915	1043	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin55.fasta	integron_01	k141_486255	attc_002	938	1004	1	0.78	attC	attC	attc_4	CALIN	No	388.0	lin
SRR24759599_binette_bin56.fasta	integron_01	k141_802100	k141_802100_1	136	435	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin56.fasta	integron_01	k141_802100	attc_001	331	378	1	0.011	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759599_binette_bin56.fasta	integron_01	k141_802100	k141_802100_2	437	1048	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin56.fasta	integron_01	k141_802100	attc_002	866	925	1	0.41	attC	attC	attc_4	CALIN	No	488.0	lin
SRR24759599_binette_bin65.fasta	integron_01	k141_596747	k141_596747_1	1	432	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin65.fasta	integron_01	k141_596747	attc_001	211	276	-1	0.48	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759599_binette_bin65.fasta	integron_01	k141_596747	k141_596747_2	650	1132	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin65.fasta	integron_01	k141_596747	attc_002	1002	1061	-1	0.029	attC	attC	attc_4	CALIN	No	726.0	lin
SRR24759599_binette_bin65.fasta	integron_01	k141_596747	k141_596747_3	1225	1938	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin72.fasta	integron_01	k141_878524	k141_878524_1	57	632	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin72.fasta	integron_01	k141_878524	attc_001	369	427	1	0.0006	attC	attC	attc_4	CALIN	No	NA	lin
SRR24759599_binette_bin72.fasta	integron_01	k141_878524	attc_002	560	625	1	0.0099	attC	attC	attc_4	CALIN	No	133.0	lin
SRR24759599_binette_bin72.fasta	integron_01	k141_878524	k141_878524_2	629	1264	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin72.fasta	integron_01	k141_475810	k141_475810_1	19	654	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR24759599_binette_bin72.fasta	integron_01	k141_475810	k141_475810_2	651	1226	1	NA	protein	protein	NA	CALIN	No	NA	lin
