SRR22878281_binette_bin10.fasta	integron_01	k141_602683	k141_602683_3	1188	1547	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_602683	attc_001	1574	1636	-1	4.5e-05	attC	attC	attc_4	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_602683	k141_602683_4	1624	2067	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_602683	k141_602683_5	2206	2694	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_602683	attc_002	2824	2890	-1	6.5e-06	attC	attC	attc_4	CALIN	No	1188.0	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_602683	k141_602683_6	2928	3326	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	k141_811630_4	2481	2831	-1	NA	protein	protein	NA	complete	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	attc_001	2862	2954	-1	0.024	attC	attC	attc_4	complete	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	k141_811630_5	2980	3399	-1	NA	protein	protein	NA	complete	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	attc_002	3322	3397	-1	0.00073	attC	attC	attc_4	complete	No	368.0	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	k141_811630_6	3392	3832	-1	NA	protein	protein	NA	complete	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	attc_003	3778	3849	-1	0.015	attC	attC	attc_4	complete	No	381.0	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	k141_811630_7	3851	4291	-1	NA	protein	protein	NA	complete	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	attc_004	4297	4410	-1	0.001	attC	attC	attc_4	complete	No	448.0	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	k141_811630_8	4405	4755	-1	NA	protein	protein	NA	complete	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_811630	k141_811630_9	5086	6072	1	2.9e-28	protein	intI	intersection_tyr_intI	complete	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_10	6836	9145	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	attc_001	8797	8849	-1	0.28	attC	attC	attc_4	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_11	9154	9549	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_12	9803	9994	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_13	10124	10474	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	attc_002	10477	10613	-1	0.24	attC	attC	attc_4	CALIN	No	1628.0	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_14	10608	10994	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	attc_003	11008	11086	-1	0.00033	attC	attC	attc_4	CALIN	No	395.0	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_15	11095	11502	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_16	11723	11974	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_17	12003	12404	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	attc_004	12434	12513	-1	0.00014	attC	attC	attc_4	CALIN	No	1348.0	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_18	12508	12876	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_19	13034	13258	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_20	13255	13644	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	attc_005	13639	13733	-1	0.36	attC	attC	attc_4	CALIN	No	1126.0	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_21	13813	14079	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_22	14146	14382	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_23	14671	15033	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	attc_006	15246	15335	-1	0.054	attC	attC	attc_4	CALIN	No	1513.0	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	k141_811630_24	15330	15911	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_02	k141_811630	attc_007	15941	16044	-1	0.00015	attC	attC	attc_4	CALIN	No	606.0	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_919530	k141_919530_1	2	226	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_919530	attc_001	231	326	-1	2.9e-06	attC	attC	attc_4	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_919530	k141_919530_2	321	1055	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_919530	attc_002	1064	1135	-1	0.00093	attC	attC	attc_4	CALIN	No	738.0	lin
SRR22878281_binette_bin10.fasta	integron_01	k141_919530	k141_919530_3	1136	2728	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin100.fasta	integron_01	k141_391327	k141_391327_1	1	459	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin100.fasta	integron_01	k141_391327	k141_391327_2	587	1048	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin100.fasta	integron_01	k141_391327	attc_001	627	758	1	0.32	attC	attC	attc_4	CALIN	No	NA	lin
SRR22878281_binette_bin100.fasta	integron_01	k141_391327	k141_391327_3	1065	1472	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin100.fasta	integron_01	k141_391327	attc_002	1090	1185	1	0.0055	attC	attC	attc_4	CALIN	No	332.0	lin
SRR22878281_binette_bin100.fasta	integron_01	k141_905538	k141_905538_1	2	133	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin100.fasta	integron_01	k141_905538	attc_001	52	135	-1	0.016	attC	attC	attc_4	CALIN	No	NA	lin
SRR22878281_binette_bin100.fasta	integron_01	k141_905538	k141_905538_2	453	2996	1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin100.fasta	integron_01	k141_905538	attc_002	1426	1488	-1	0.066	attC	attC	attc_4	CALIN	No	1291.0	lin
SRR22878281_binette_bin102.fasta	integron_01	k141_684576	k141_684576_2	1257	1895	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin102.fasta	integron_01	k141_684576	attc_001	1752	1893	1	0.028	attC	attC	attc_4	CALIN	No	NA	lin
SRR22878281_binette_bin102.fasta	integron_01	k141_684576	k141_684576_3	1967	2476	-1	NA	protein	protein	NA	CALIN	No	NA	lin
SRR22878281_binette_bin102.fasta	integron_01	k141_684576	attc_002	2608	2701	1	0.73	attC	attC	attc_4	CALIN	No	715.0	lin
