2_binette_bin102.fasta	integron_01	k141_977046	k141_977046_1	1	162	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin102.fasta	integron_01	k141_977046	attc_001	312	356	1	0.035	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin102.fasta	integron_01	k141_977046	k141_977046_2	327	1394	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin102.fasta	integron_01	k141_977046	attc_002	410	468	1	0.49	attC	attC	attc_4	CALIN	No	54.0	lin
2_binette_bin11.fasta	integron_01	k141_752338	attc_001	2689	2752	-1	0.023	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin11.fasta	integron_01	k141_752338	attc_002	2758	2821	-1	0.66	attC	attC	attc_4	CALIN	No	6.0	lin
2_binette_bin2.fasta	integron_01	k141_447701	k141_447701_1	3	614	1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin2.fasta	integron_01	k141_447701	attc_001	134	232	1	0.0024	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin2.fasta	integron_01	k141_447701	k141_447701_2	611	1771	1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin2.fasta	integron_01	k141_447701	attc_002	1685	1740	1	0.57	attC	attC	attc_4	CALIN	No	1453.0	lin
2_binette_bin20.fasta	integron_01	k141_563443	k141_563443_6	4869	5342	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin20.fasta	integron_01	k141_563443	attc_001	5265	5352	1	0.3	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin20.fasta	integron_01	k141_563443	k141_563443_7	5813	6130	1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin20.fasta	integron_01	k141_563443	attc_002	5909	6017	1	0.14	attC	attC	attc_4	CALIN	No	557.0	lin
2_binette_bin209.fasta	integron_01	k141_227376	k141_227376_2	255	1217	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin209.fasta	integron_01	k141_227376	attc_001	934	1079	-1	0.02	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin209.fasta	integron_01	k141_227376	attc_002	1295	1472	-1	0.11	attC	attC	attc_4	CALIN	No	216.0	lin
2_binette_bin24.fasta	integron_01	k141_814307	attc_001	11377	11420	1	0.33	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin24.fasta	integron_01	k141_814307	attc_002	11423	11466	1	0.23	attC	attC	attc_4	CALIN	No	3.0	lin
2_binette_bin24.fasta	integron_01	k141_814307	k141_814307_10	11628	13046	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin3.fasta	integron_01	k141_318592	attc_001	692	803	1	0.33	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin3.fasta	integron_01	k141_318592	k141_318592_2	805	960	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin3.fasta	integron_01	k141_318592	attc_002	1247	1306	1	0.053	attC	attC	attc_4	CALIN	No	444.0	lin
2_binette_bin3.fasta	integron_01	k141_318592	k141_318592_3	1303	2022	1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin33.fasta	integron_01	k141_436235	k141_436235_1	424	1083	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin33.fasta	integron_01	k141_436235	k141_436235_2	1114	1923	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin33.fasta	integron_01	k141_436235	attc_001	1116	1159	1	0.6	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin33.fasta	integron_01	k141_436235	attc_002	1180	1234	1	0.026	attC	attC	attc_4	CALIN	No	21.0	lin
2_binette_bin38.fasta	integron_01	k141_248079	k141_248079_1	539	844	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin38.fasta	integron_01	k141_248079	attc_001	952	1032	1	0.19	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin38.fasta	integron_01	k141_248079	attc_002	1187	1328	1	0.0034	attC	attC	attc_4	CALIN	No	155.0	lin
2_binette_bin9.fasta	integron_01	k141_270074	attc_001	151	192	1	0.56	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin9.fasta	integron_01	k141_270074	k141_270074_1	278	1426	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin9.fasta	integron_01	k141_270074	k141_270074_2	1494	2237	1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin9.fasta	integron_01	k141_270074	k141_270074_3	2349	3074	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin9.fasta	integron_01	k141_270074	k141_270074_4	3086	3856	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin9.fasta	integron_01	k141_270074	k141_270074_5	3958	4944	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin9.fasta	integron_01	k141_270074	attc_002	4032	4157	1	0.15	attC	attC	attc_4	CALIN	No	3840.0	lin
2_binette_bin91.fasta	integron_01	k141_735957	k141_735957_1	1	288	1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin91.fasta	integron_01	k141_735957	attc_001	308	385	-1	3.1e-08	attC	attC	attc_4	CALIN	No	NA	lin
2_binette_bin91.fasta	integron_01	k141_735957	k141_735957_2	323	724	-1	NA	protein	protein	NA	CALIN	No	NA	lin
2_binette_bin91.fasta	integron_01	k141_735957	attc_002	733	801	-1	9.1e-06	attC	attC	attc_4	CALIN	No	348.0	lin
